loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.7716,2.216042995452881,0.0001,0.006540222367560497,10,,,,,
0.2919,2.119565010070801,0.0001,0.013080444735120994,20,,,,,
0.3447,3.022660255432129,0.0001,0.01962066710268149,30,,,,,
0.2644,2.904137372970581,0.0001,0.026160889470241987,40,,,,,
0.2868,2.5456769466400146,0.0001,0.032701111837802485,50,,,,,
0.2431,2.460151195526123,0.0001,0.03924133420536298,60,,,,,
0.1934,2.5180928707122803,0.0001,0.04578155657292348,70,,,,,
0.2964,3.2937631607055664,0.0001,0.052321778940483975,80,,,,,
0.2805,1.823143482208252,0.0001,0.058862001308044476,90,,,,,
0.2553,3.471344232559204,0.0001,0.06540222367560497,100,,,,,
0.2418,2.1118662357330322,0.0001,0.07194244604316546,110,,,,,
0.2898,4.3270792961120605,0.0001,0.07848266841072596,120,,,,,
0.2673,2.7300775051116943,0.0001,0.08502289077828647,130,,,,,
0.2172,25.197187423706055,0.0001,0.09156311314584696,140,,,,,
0.3082,2.884585380554199,0.0001,0.09810333551340746,150,,,,,
0.2053,1.3643229007720947,0.0001,0.10464355788096795,160,,,,,
0.2634,1.5237467288970947,0.0001,0.11118378024852844,170,,,,,
0.2722,2.0168991088867188,0.0001,0.11772400261608895,180,,,,,
0.2524,1.7187122106552124,0.0001,0.12426422498364945,190,,,,,
0.2296,2.542614459991455,0.0001,0.13080444735120994,200,,,,,
0.2169,2.316148042678833,0.0001,0.13734466971877043,210,,,,,
0.2263,3.130953550338745,0.0001,0.14388489208633093,220,,,,,
0.2452,2.3110878467559814,0.0001,0.15042511445389142,230,,,,,
0.2578,2.3108270168304443,0.0001,0.15696533682145192,240,,,,,
0.2115,1.4713655710220337,0.0001,0.16350555918901244,250,,,,,
0.2596,1.9753148555755615,0.0001,0.17004578155657293,260,,,,,
0.253,1.4499984979629517,0.0001,0.17658600392413343,270,,,,,
0.2677,2.2537612915039062,0.0001,0.18312622629169392,280,,,,,
0.2304,3.4997518062591553,0.0001,0.18966644865925442,290,,,,,
0.2356,2.760568618774414,0.0001,0.1962066710268149,300,,,,,
0.2646,1.852738618850708,0.0001,0.2027468933943754,310,,,,,
0.2492,1.5478084087371826,0.0001,0.2092871157619359,320,,,,,
0.2093,1.6593701839447021,0.0001,0.2158273381294964,330,,,,,
0.2066,3.9517202377319336,0.0001,0.2223675604970569,340,,,,,
0.2477,2.1566219329833984,0.0001,0.2289077828646174,350,,,,,
0.2006,2.505110740661621,0.0001,0.2354480052321779,360,,,,,
0.2086,1.787463903427124,0.0001,0.2419882275997384,370,,,,,
0.27,2.509225606918335,0.0001,0.2485284499672989,380,,,,,
0.2594,2.5485270023345947,0.0001,0.25506867233485936,390,,,,,
0.2079,2.249044418334961,0.0001,0.2616088947024199,400,,,,,
0.2192,2.2394518852233887,0.0001,0.2681491170699804,410,,,,,
0.2168,2.1681859493255615,0.0001,0.27468933943754087,420,,,,,
0.2094,2.677309036254883,0.0001,0.2812295618051014,430,,,,,
0.2038,1.2891350984573364,0.0001,0.28776978417266186,440,,,,,
0.1685,2.3582496643066406,0.0001,0.2943100065402224,450,,,,,
0.2667,3.4997308254241943,0.0001,0.30085022890778285,460,,,,,
0.2042,1.1571245193481445,0.0001,0.30739045127534337,470,,,,,
0.2116,2.676788806915283,0.0001,0.31393067364290383,480,,,,,
0.2781,2.6112072467803955,0.0001,0.32047089601046436,490,,,,,
0.2484,1.720978856086731,0.0001,0.3270111183780249,500,,,,,
0.2445,2.1833794116973877,0.0001,0.33355134074558535,510,,,,,
0.2455,1.6102374792099,0.0001,0.34009156311314587,520,,,,,
0.2057,2.1488232612609863,0.0001,0.34663178548070633,530,,,,,
0.2259,2.5113463401794434,0.0001,0.35317200784826686,540,,,,,
0.2595,2.161036252975464,0.0001,0.3597122302158273,550,,,,,
0.1686,1.1700555086135864,0.0001,0.36625245258338784,560,,,,,
0.2141,6.849350452423096,0.0001,0.3727926749509483,570,,,,,
0.2161,1.6487009525299072,0.0001,0.37933289731850883,580,,,,,
0.138,1.3201833963394165,0.0001,0.3858731196860693,590,,,,,
0.2321,1.2595571279525757,0.0001,0.3924133420536298,600,,,,,
0.208,4.631959438323975,0.0001,0.39895356442119034,610,,,,,
0.2257,1.6542320251464844,0.0001,0.4054937867887508,620,,,,,
0.2301,1.096728801727295,0.0001,0.41203400915631133,630,,,,,
0.1914,1.8005450963974,0.0001,0.4185742315238718,640,,,,,
0.2065,3.4172675609588623,0.0001,0.4251144538914323,650,,,,,
0.229,1.7312477827072144,0.0001,0.4316546762589928,660,,,,,
0.2133,1.16877281665802,0.0001,0.4381948986265533,670,,,,,
0.2008,3.211522102355957,0.0001,0.4447351209941138,680,,,,,
0.2282,1.8815017938613892,0.0001,0.4512753433616743,690,,,,,
0.2185,2.2319881916046143,0.0001,0.4578155657292348,700,,,,,
0.2307,2.181551694869995,0.0001,0.4643557880967953,710,,,,,
0.1748,1.742339015007019,0.0001,0.4708960104643558,720,,,,,
0.1813,1.821879267692566,0.0001,0.4774362328319163,730,,,,,
0.2097,1.8377174139022827,0.0001,0.4839764551994768,740,,,,,
0.2321,3.1943368911743164,0.0001,0.49051667756703726,750,,,,,
0.2559,2.019836664199829,0.0001,0.4970568999345978,760,,,,,
0.2498,1.6312013864517212,0.0001,0.5035971223021583,770,,,,,
0.2293,1.2849173545837402,0.0001,0.5101373446697187,780,,,,,
0.1976,1.6053048372268677,0.0001,0.5166775670372793,790,,,,,
0.1313,3.2520363330841064,0.0001,0.5232177894048398,800,,,,,
0.2338,2.0835773944854736,0.0001,0.5297580117724002,810,,,,,
0.2135,1.8274788856506348,0.0001,0.5362982341399608,820,,,,,
0.1952,1.2206059694290161,0.0001,0.5428384565075213,830,,,,,
0.1921,1.7892035245895386,0.0001,0.5493786788750817,840,,,,,
0.1729,3.236419916152954,0.0001,0.5559189012426422,850,,,,,
0.2223,2.2845208644866943,0.0001,0.5624591236102028,860,,,,,
0.2301,1.3098644018173218,0.0001,0.5689993459777632,870,,,,,
0.176,1.0492600202560425,0.0001,0.5755395683453237,880,,,,,
0.1731,1.4952987432479858,0.0001,0.5820797907128843,890,,,,,
0.2249,1.502850890159607,0.0001,0.5886200130804448,900,,,,,
0.1718,1.8227378129959106,0.0001,0.5951602354480052,910,,,,,
0.1964,1.0605913400650024,0.0001,0.6017004578155657,920,,,,,
0.232,1.074741244316101,0.0001,0.6082406801831263,930,,,,,
0.1707,2.0464277267456055,0.0001,0.6147809025506867,940,,,,,
0.1927,1.5225342512130737,0.0001,0.6213211249182472,950,,,,,
0.1542,1.7571595907211304,0.0001,0.6278613472858077,960,,,,,
0.1954,0.9956653714179993,0.0001,0.6344015696533682,970,,,,,
0.1731,1.2073479890823364,0.0001,0.6409417920209287,980,,,,,
0.2042,1.6731491088867188,0.0001,0.6474820143884892,990,,,,,
0.1776,1.3384586572647095,0.0001,0.6540222367560498,1000,,,,,
0.2005,3.3537087440490723,0.0001,0.6605624591236102,1010,,,,,
0.1922,1.3914034366607666,0.0001,0.6671026814911707,1020,,,,,
0.1781,1.2613297700881958,0.0001,0.6736429038587312,1030,,,,,
0.2461,2.622281551361084,0.0001,0.6801831262262917,1040,,,,,
0.2356,1.1455918550491333,0.0001,0.6867233485938522,1050,,,,,
0.215,2.427774429321289,0.0001,0.6932635709614127,1060,,,,,
0.1812,1.1038665771484375,0.0001,0.6998037933289731,1070,,,,,
0.1901,1.6480913162231445,0.0001,0.7063440156965337,1080,,,,,
0.1938,1.0389305353164673,0.0001,0.7128842380640942,1090,,,,,
0.2264,2.4404385089874268,0.0001,0.7194244604316546,1100,,,,,
0.1441,1.439265489578247,0.0001,0.7259646827992152,1110,,,,,
0.1975,2.1001386642456055,0.0001,0.7325049051667757,1120,,,,,
0.1999,2.8387725353240967,0.0001,0.7390451275343362,1130,,,,,
0.1909,1.2131983041763306,0.0001,0.7455853499018966,1140,,,,,
0.1611,1.061591625213623,0.0001,0.7521255722694572,1150,,,,,
0.182,0.8914154171943665,0.0001,0.7586657946370177,1160,,,,,
0.1283,1.1057300567626953,0.0001,0.7652060170045781,1170,,,,,
0.2687,1.188719630241394,0.0001,0.7717462393721386,1180,,,,,
0.1465,1.5941424369812012,0.0001,0.7782864617396992,1190,,,,,
0.2279,2.085977554321289,0.0001,0.7848266841072596,1200,,,,,
0.235,1.4167101383209229,0.0001,0.7913669064748201,1210,,,,,
0.2545,2.2605738639831543,0.0001,0.7979071288423807,1220,,,,,
0.197,1.7069228887557983,0.0001,0.8044473512099412,1230,,,,,
0.1188,1.8710203170776367,0.0001,0.8109875735775016,1240,,,,,
0.2019,1.469079613685608,0.0001,0.8175277959450621,1250,,,,,
